IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0013,q0014,q0016,q0018,q0020,q0021,q0023,q0024,q0026,q0027,q0029,q0030,q0031,q0032,q0033,q0034,q0036,q0037,q0040,q0041,q0043,q0044,q0046,q0047,q0049,q0050,q0051,q0053,q0054,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0067,q0068,q0069,q0073,q0075,q0076,q0077,q0081,q0082,q0083,q0084,q0086,q0087,q0089,q0090,q0091,q0092,q0093,q0096,q0098,q0099,q0100,q0101,q0103,q0104,q0105,q0106,q0108,q0111,q0113,q0114,q0115,q0117,q0118,q0119,q0122,q0126,q0127,q0128,q0129,q0130,q0131,q0132,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
141029,SM,34,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,south,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,3,1,1,2,2,1,2,1,1,2,1,1,2,4,1,1,1,3,2,2,1,3,4,2,3,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,3,2,2,1,1,3,1,1,1,1,1,1,1,104,15,15,17,15,26,12,19,12,53,43,50,48,45,67,46,57,40
141030,SM,41,41.00 to 50.99 years,Female,Some college or associate degree,White,south,2,3,4,3,3,2,2,1,1,2,1,2,4,1,1,2,2,3,2,1,1,3,3,2,3,1,2,2,1,3,2,3,3,2,1,2,2,1,1,1,3,3,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,3,3,1,1,2,1,2,1,3,3,2,1,2,2,1,1,3,2,2,2,112,23,19,21,18,22,12,20,18,57,61,58,56,53,60,46,59,55
141031,SM,42,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,2,3,3,1,3,1,2,2,1,2,3,2,1,2,2,3,1,2,1,3,2,2,2,3,3,1,4,3,2,3,3,4,2,2,2,1,2,1,3,1,2,2,3,1,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,4,2,3,2,1,1,1,108,22,19,24,22,20,12,11,20,55,59,58,60,61,57,46,36,58
141032,SM,45,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,3,3,1,3,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,3,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,3,1,3,1,1,1,1,3,2,2,2,1,1,2,2,96,19,14,18,15,16,17,16,17,50,53,47,50,45,48,60,51,53
141033,SM,41,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,3,3,3,2,1,2,2,2,2,1,2,2,2,3,3,2,2,2,2,1,3,3,2,2,3,3,2,3,3,4,3,2,1,1,2,2,1,2,2,3,2,1,1,2,2,2,2,3,2,1,1,3,2,3,3,2,3,2,3,3,3,3,4,3,128,19,23,19,22,25,18,21,29,63,53,65,52,61,66,62,60,70
141061,SM,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,2,1,1,2,2,2,2,2,3,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,104,19,16,19,22,18,10,19,18,53,53,52,52,61,52,37,57,55
141062,SM,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,MultiRacial,south,1,1,3,1,2,2,2,2,2,1,3,3,3,2,2,2,2,1,2,2,1,4,1,2,3,2,4,3,2,3,2,3,2,4,2,2,2,2,2,1,2,4,1,3,1,2,3,3,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,120,17,22,25,22,22,13,16,20,60,48,63,62,61,60,50,51,58
141110,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,1,2,2,1,2,2,3,1,2,1,1,1,1,1,1,2,2,1,3,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,3,2,1,2,2,1,1,1,85,19,13,17,14,14,11,16,16,44,53,44,48,43,43,42,51,51
141111,SM,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,2,1,2,2,75,15,11,15,15,10,11,13,15,37,43,37,44,45,30,42,43,48
141112,SM,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,1,3,1,2,1,2,3,2,3,1,3,3,2,3,3,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,3,1,2,2,3,2,1,2,1,1,1,2,1,1,1,113,17,15,20,19,25,16,18,13,57,48,50,54,55,66,58,55,43
141113,SM,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,2,2,2,2,3,2,1,2,2,2,2,3,1,1,2,1,2,3,1,2,2,1,2,2,1,2,1,2,1,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,3,1,2,97,19,18,16,17,14,15,17,20,50,53,56,46,51,43,55,53,58
141114,SM,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,1,2,1,1,2,1,1,2,1,3,4,2,2,2,1,2,3,3,2,2,4,4,4,2,3,2,4,4,1,1,2,3,1,2,2,1,1,1,2,2,1,1,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,122,13,23,31,15,17,17,19,11,61,37,65,70,45,50,60,57,36
141116,SM,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,1,1,3,1,1,3,2,1,2,3,4,2,3,2,1,1,1,2,2,2,2,3,2,3,2,1,2,1,2,3,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,97,18,20,21,14,13,12,17,14,50,51,60,56,43,40,46,53,46
141118,SM,40,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,81,17,12,16,13,13,13,14,16,41,48,40,46,39,40,50,46,51
141122,SM,32,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,1,1,2,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,3,1,2,1,2,1,1,2,94,16,13,20,13,14,20,14,16,49,46,44,54,39,43,65,46,51
141183,SM,44,41.00 to 50.99 years,Female,Some college or associate degree,Hispanic,south,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,62,12,10,10,11,11,10,10,11,28,34,32,29,32,33,37,32,36
141195,SM,68,65.00 to 99.99 years,Female,Some college or associate degree,MultiRacial,south,2,1,3,1,2,3,3,2,1,2,2,2,4,2,1,2,1,2,2,1,4,3,2,4,2,2,4,4,2,4,3,2,4,3,1,2,3,2,1,1,2,4,1,3,2,1,4,3,1,3,3,2,1,1,1,2,1,2,1,1,2,2,1,2,1,3,1,2,3,2,3,1,2,3,1,2,2,4,1,2,130,20,19,31,22,24,15,19,21,63,55,58,70,61,64,55,57,60
141196,SM,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,73,13,11,12,16,12,11,11,15,36,37,37,36,48,37,42,36,48
141198,SM,38,31.00 to 40.99 years,Male,Some college or associate degree,White,south,1,2,3,2,3,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,3,1,1,2,2,1,3,2,2,2,2,2,1,2,1,1,2,1,1,1,3,2,1,1,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,2,1,1,2,1,1,1,1,1,1,1,93,18,13,19,14,21,10,16,11,48,51,44,52,43,59,37,51,36
141200,SM,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,1,1,2,2,2,2,1,1,2,2,3,1,2,1,1,1,1,1,4,2,1,3,1,4,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,93,16,17,23,12,16,13,12,14,48,46,54,59,36,48,50,40,46
141201,SM,34,31.00 to 40.99 years,Female,High school graduate (including GED),White,south,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,3,1,2,1,1,2,2,2,2,2,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,2,2,2,3,1,2,1,2,3,3,3,86,15,15,17,15,12,12,15,22,44,43,50,48,45,37,46,49,61
141202,SM,34,31.00 to 40.99 years,Male,Some college or associate degree,White,south,2,3,3,2,3,3,1,3,4,2,2,1,3,1,1,1,1,1,3,2,3,3,2,2,2,1,3,3,2,4,1,3,2,4,1,3,3,1,1,3,3,1,2,1,1,1,3,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,4,2,1,1,2,2,2,2,1,2,2,110,26,16,25,22,18,11,18,17,56,66,52,62,61,52,42,55,53
141203,SM,25,21.00 to 30.99 years,Male,Did not complete high school (no diploma),White,south,1,1,3,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,1,1,2,1,2,2,79,17,13,15,12,13,12,14,15,40,48,44,44,36,40,46,46,48
141205,SM,41,41.00 to 50.99 years,Male,Some college or associate degree,White,south,2,2,2,2,3,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,81,19,13,13,14,15,16,10,13,41,53,44,39,43,45,58,32,43
141206,SM,39,31.00 to 40.99 years,Female,Some college or associate degree,White,south,2,2,2,2,2,1,2,1,1,1,2,2,3,1,2,1,2,2,3,2,2,2,2,2,2,2,3,3,3,4,3,2,2,3,2,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,121,16,20,25,19,20,16,21,20,60,46,60,62,55,57,58,60,58
141207,SM,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,1,1,2,1,2,1,2,1,2,2,2,2,3,1,1,2,2,2,2,3,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,3,1,3,2,2,2,2,1,2,1,1,2,1,2,1,102,15,20,17,16,16,15,18,15,52,43,60,48,48,48,55,55,48
141208,SM,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,2,3,2,2,3,1,2,2,2,3,2,2,4,1,2,2,1,1,2,1,2,2,1,3,2,1,4,2,4,3,2,2,2,3,1,2,2,2,2,1,1,1,1,2,2,1,2,3,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,1,3,2,2,2,1,1,2,1,1,2,2,1,1,108,22,18,24,19,16,12,19,14,55,59,56,60,55,48,46,57,46
141209,SM,35,31.00 to 40.99 years,Female,Some college or associate degree,White,south,1,1,2,2,2,1,1,1,1,1,1,2,3,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,3,3,1,1,2,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,2,2,2,2,3,3,3,3,93,13,18,16,12,21,11,15,22,48,37,56,46,36,59,42,49,61
141210,SM,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,3,3,3,4,3,2,2,2,1,2,2,1,2,2,2,3,1,1,2,2,2,2,2,3,3,1,1,1,1,2,1,1,2,2,3,2,1,2,1,2,2,3,3,2,2,2,2,2,2,1,3,2,2,3,120,24,20,25,19,20,15,21,21,60,63,60,62,55,57,55,60,60
141212,SM,30,21.00 to 30.99 years,Male,Some college or associate degree,White,south,2,1,2,2,2,1,2,2,1,1,3,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,3,1,2,2,2,1,3,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,101,16,16,15,20,18,15,17,16,52,46,52,44,57,52,55,53,51
141213,SM,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,1,1,3,2,2,2,2,1,3,2,3,2,2,2,1,2,2,2,2,1,1,3,1,3,2,2,3,2,1,3,2,2,1,2,1,3,2,1,1,1,3,2,1,1,2,1,2,2,1,2,3,1,1,1,1,2,1,1,1,1,2,3,1,2,4,4,2,4,3,2,3,2,3,1,1,1,2,1,2,2,113,19,19,21,16,17,13,27,18,57,53,58,56,48,50,50,68,55
141214,SM,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,70,17,12,12,10,11,12,13,14,34,48,40,36,28,33,46,43,46
141215,SM,52,51.00 to 64.99 years,Female,Some college or associate degree,Hispanic,south,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,82,13,12,16,16,15,10,13,12,42,37,40,46,48,45,37,43,40
141216,SM,56,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,1,3,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,3,1,2,2,1,1,3,3,3,2,3,2,2,2,1,1,2,1,1,1,2,1,2,2,3,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,95,18,13,21,17,18,13,13,17,49,51,44,56,51,52,50,43,53
143001,SM,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,northeast,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,84,13,13,19,12,17,10,13,10,43,37,44,52,36,50,37,43,33
143002,SM,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,1,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,3,1,1,1,2,2,1,1,3,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,4,1,1,3,2,3,1,3,2,2,1,1,4,2,3,3,1,1,1,1,95,22,16,15,15,13,14,22,18,49,59,52,44,45,40,53,62,55
143006,SM,40,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,2,3,3,3,1,1,2,2,2,3,2,2,3,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,3,1,2,1,1,1,3,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,100,22,19,20,19,15,12,15,19,51,59,58,54,55,45,46,49,57
143007,SM,36,31.00 to 40.99 years,Female,Some college or associate degree,White,northeast,2,2,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,3,1,1,1,1,1,1,4,2,1,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,87,18,13,16,13,21,11,13,15,45,51,44,46,39,59,42,43,48
143009,SM,47,41.00 to 50.99 years,Male,Some college or associate degree,Black,northeast,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,74,15,11,11,16,13,10,13,10,37,43,37,33,48,40,37,43,33
143015,SM,31,31.00 to 40.99 years,Male,Did not complete high school (no diploma),Hispanic,northeast,3,3,3,3,3,3,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,3,3,1,77,26,11,13,14,12,16,11,20,39,66,37,39,43,37,58,36,58
143016,SM,28,21.00 to 30.99 years,Female,Did not complete high school (no diploma),Hispanic,northeast,2,1,2,1,2,1,1,2,1,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,4,2,1,1,2,4,1,1,2,2,1,2,1,1,3,2,2,4,2,1,2,2,3,2,2,2,2,3,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,100,16,13,13,20,19,21,14,15,51,46,44,39,57,55,66,46,48
143027,SM,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),White,northeast,3,2,2,2,3,1,1,2,1,3,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,4,2,2,1,1,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,4,1,1,3,1,2,1,3,1,2,2,1,4,2,2,2,2,1,1,3,89,20,13,16,13,15,13,19,20,46,55,44,46,39,45,50,57,58
