IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
105103,SM,7,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,03.5 to 10 mo,72,10,12,12,13,15,10,10,11,40,27,40,40,47,50,40,34,39
105104,SM,4,Female,Bachelor's degree or higher,White,midwest,3,2,1,3,2,3,1,2,2,2,1,2,1,2,2,2,3,2,2,3,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,03.5 to 10 mo,91,21,20,18,14,15,12,12,18,52,61,61,57,51,50,49,42,58
105106,SM,23,Male,Bachelor's degree or higher,White,midwest,1,1,1,2,2,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,70,17,11,15,11,11,10,12,11,38,51,37,49,40,37,40,42,39
105108,SM,7,Female,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,74,10,14,11,10,12,12,15,11,41,27,47,36,35,40,49,52,39
105113,SM,8,Female,Some college or associate degree,White,midwest,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,03.5 to 10 mo,75,11,17,12,10,12,12,12,14,42,32,55,40,35,40,49,42,49
105114,SM,12,Male,Some college or associate degree,White,midwest,2,2,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,1,1,3,2,1,2,3,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,11 to 31.5 mo,92,18,18,18,15,16,11,14,12,53,54,57,57,54,52,45,49,43
105115,SM,6,Male,Bachelor's degree or higher,White,midwest,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,3,1,1,1,3,2,1,3,2,1,3,1,1,2,2,2,1,2,3,1,1,1,1,1,1,4,4,2,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,3,2,3,1,2,1,2,1,1,2,3,1,1,2,2,2,03.5 to 10 mo,98,15,15,18,14,19,14,18,17,56,46,49,57,51,59,56,60,56
105116,SM,25,Female,Some college or associate degree,White,midwest,2,1,1,1,1,1,1,2,3,3,2,1,2,4,1,3,3,1,2,1,1,1,3,3,1,2,1,1,2,4,1,1,3,3,1,2,1,1,1,1,2,3,1,2,3,1,1,2,2,1,3,2,1,1,1,1,1,2,3,1,3,2,1,2,2,1,2,3,3,2,4,1,2,3,2,2,1,1,2,4,11 to 31.5 mo,109,16,20,19,15,18,16,21,22,62,48,61,59,54,57,63,67,66
105120,SM,15,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,65,11,10,11,11,12,10,11,10,35,32,33,36,40,40,40,38,36
106002,SM,6,Female,Bachelor's degree or higher,Hispanic,midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,3,1,3,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,3,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,3,1,3,1,2,2,2,1,2,1,2,1,2,2,03.5 to 10 mo,107,20,20,17,16,20,16,18,17,61,58,61,54,57,62,63,60,56
106003,SM,28,Male,Bachelor's degree or higher,Hispanic,midwest,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,4,1,1,2,1,1,2,1,2,1,2,2,11 to 31.5 mo,94,17,19,15,17,11,15,17,15,54,51,59,49,60,37,60,58,51
106004,SM,18,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,4,1,1,2,3,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,1,3,1,2,2,2,2,1,1,1,1,1,2,11 to 31.5 mo,92,13,16,16,13,18,14,15,15,53,39,52,52,47,57,56,52,51
106006,SM,21,Female,Bachelor's degree or higher,Hispanic,midwest,1,2,1,1,2,1,1,1,2,2,3,1,2,3,1,1,2,1,1,3,1,2,1,3,2,1,1,1,2,1,3,1,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,2,1,2,11 to 31.5 mo,89,14,18,15,16,14,11,15,15,51,42,57,49,57,47,45,52,51
106013,SM,29,Male,Bachelor's degree or higher,White,midwest,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,67,13,12,12,11,10,10,12,12,36,39,40,40,40,33,40,42,43
106015,SM,8,Female,Bachelor's degree or higher,White,midwest,3,3,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,03.5 to 10 mo,81,19,13,13,13,15,12,15,16,46,56,44,43,47,50,49,52,54
106018,SM,30,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,2,2,1,1,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,11 to 31.5 mo,75,16,15,14,13,12,10,11,16,42,48,49,46,47,40,40,38,54
118001,SM,28,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,2,1,2,2,2,2,2,3,1,1,1,1,1,3,2,3,1,3,1,3,1,1,3,3,2,1,1,3,1,1,3,1,2,1,1,3,1,1,1,2,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,3,1,2,1,2,2,2,2,1,1,1,1,11 to 31.5 mo,100,14,17,21,16,15,13,18,15,57,42,55,63,57,50,53,60,51
118008,SM,12,Male,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,76,12,14,12,11,13,11,15,11,43,36,47,40,40,44,45,52,39
118010,SM,17,Male,Some college or associate degree,White,south,2,2,1,1,2,1,2,1,2,2,1,1,2,3,1,2,1,1,1,3,1,2,1,1,2,2,1,1,2,3,2,1,2,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,2,3,1,2,1,1,1,1,4,1,2,1,3,11 to 31.5 mo,90,16,16,16,18,11,12,17,17,52,48,52,52,63,37,49,58,56
118011,SM,24,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,11 to 31.5 mo,79,13,15,13,12,14,12,13,13,45,39,49,43,44,47,49,46,46
118020,SM,15,Female,Bachelor's degree or higher,White,south,3,3,1,3,2,2,2,2,3,2,1,2,2,3,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,4,2,1,2,3,1,1,2,1,1,1,1,2,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,3,1,1,2,1,3,11 to 31.5 mo,92,23,17,16,15,15,13,16,18,53,65,55,52,54,50,53,55,58
118021,SM,6,Male,Some college or associate degree,Hispanic,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,60,10,10,10,10,10,10,10,10,30,27,33,32,35,33,40,34,36
118022,SM,29,Male,High school graduate (including GED),Hispanic,south,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,63,11,11,11,11,10,10,10,10,33,32,37,36,40,33,40,34,36
118023,SM,30,Female,Bachelor's degree or higher,MultiRacial,south,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,3,1,2,2,1,1,2,1,1,1,2,3,1,1,2,2,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,11 to 31.5 mo,98,20,17,17,15,18,14,17,20,56,58,55,54,54,57,56,58,63
118024,SM,7,Female,Bachelor's degree or higher,MultiRacial,south,1,3,1,2,3,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,4,2,1,2,2,1,1,3,2,1,1,2,2,2,2,3,3,1,3,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,3,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,03.5 to 10 mo,100,18,14,16,16,21,15,18,18,57,54,47,52,57,64,60,60,58
118025,SM,18,Male,Bachelor's degree or higher,AmericanIndAlaskanNat,south,2,2,2,2,3,2,2,1,2,2,1,1,2,3,2,1,1,2,1,1,1,3,2,3,1,2,1,1,2,3,3,2,2,2,1,1,2,1,1,1,3,4,2,1,3,1,1,1,1,1,4,2,1,1,1,1,1,1,3,1,1,3,1,2,2,1,1,1,3,2,4,4,4,3,4,3,2,2,2,1,11 to 31.5 mo,101,20,15,19,16,18,16,17,29,58,58,49,59,57,57,63,58,75
118028,SM,27,Female,Some college or associate degree,White,south,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,79,16,13,13,12,16,10,15,14,45,48,44,43,44,52,40,52,49
118033,SM,5,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,2,2,2,2,1,2,2,3,1,2,1,1,1,2,1,3,1,3,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,81,15,16,17,12,13,10,13,12,46,46,52,54,44,44,40,46,43
118034,SM,20,Male,Bachelor's degree or higher,White,northeast,3,3,2,2,3,2,2,1,1,1,1,2,2,3,1,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,11 to 31.5 mo,74,20,16,13,11,12,10,12,15,41,58,52,43,40,40,40,42,51
118035,SM,27,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,2,1,2,1,2,2,3,4,2,2,2,2,2,4,2,2,4,4,1,1,2,1,2,3,1,2,3,2,1,3,2,1,3,2,2,2,2,2,2,1,3,2,3,1,2,3,2,1,2,2,3,1,1,2,1,1,1,2,1,3,2,1,4,1,4,4,4,2,3,4,1,2,2,2,11 to 31.5 mo,123,16,25,22,20,20,19,17,28,69,48,71,65,67,62,71,58,75
118036,SM,5,Male,Bachelor's degree or higher,White,south,1,2,1,2,2,1,2,2,2,2,2,3,3,4,2,2,2,2,2,4,2,2,4,4,1,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,4,1,1,2,1,1,1,2,1,3,2,1,4,1,3,3,4,2,3,4,1,2,2,2,03.5 to 10 mo,125,17,26,22,18,21,21,17,26,69,51,72,65,63,64,75,58,73
118037,SM,26,Female,Bachelor's degree or higher,White,midwest,1,2,1,2,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,11 to 31.5 mo,92,16,20,19,13,13,14,13,16,53,48,61,59,47,44,56,46,54
118038,SM,26,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,3,2,2,2,1,1,1,1,2,11 to 31.5 mo,76,19,11,13,13,15,12,12,17,43,56,37,43,47,50,49,42,56
118039,SM,8,Female,Bachelor's degree or higher,White,south,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,1,4,1,2,1,3,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,4,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,2,2,1,1,1,2,03.5 to 10 mo,89,14,17,16,14,18,10,14,13,51,42,55,52,51,57,40,49,46
118040,SM,21,Female,Bachelor's degree or higher,White,south,1,2,2,1,1,1,2,2,2,2,2,2,1,3,1,2,2,1,1,3,1,2,3,4,1,2,1,1,2,3,1,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,3,2,2,2,1,1,1,2,11 to 31.5 mo,88,16,18,20,12,15,11,12,18,51,48,57,61,44,50,45,42,58
118041,SM,7,Male,Bachelor's degree or higher,White,west,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,3,1,2,1,2,2,2,2,1,2,2,2,03.5 to 10 mo,75,18,12,13,12,12,10,16,18,42,54,40,43,44,40,40,55,58
118042,SM,19,Female,Bachelor's degree or higher,White,south,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,3,2,2,1,1,2,1,1,1,2,11 to 31.5 mo,76,14,13,15,12,11,11,14,16,43,42,44,49,44,37,45,49,54
118043,SM,26,Male,Bachelor's degree or higher,White,northeast,2,2,1,1,1,1,3,1,1,1,1,3,1,1,3,1,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,4,4,3,1,2,2,1,1,1,4,11 to 31.5 mo,85,14,19,12,11,16,12,15,23,49,42,59,40,40,52,49,52,68
118044,SM,25,Male,High school graduate (including GED),White,northeast,1,3,1,4,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,3,2,1,1,2,1,1,11 to 31.5 mo,84,21,11,13,14,15,16,15,14,48,61,37,43,51,50,63,52,49
118045,SM,13,Female,Bachelor's degree or higher,White,northeast,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,11 to 31.5 mo,84,19,15,13,12,12,13,19,20,48,56,49,43,44,40,53,63,63
118046,SM,16,Female,Bachelor's degree or higher,White,south,2,2,1,3,3,2,2,3,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,1,2,2,1,1,1,2,2,1,2,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,11 to 31.5 mo,88,20,14,19,14,17,11,13,15,51,58,47,59,51,55,45,46,51
118047,SM,17,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,2,2,1,1,2,4,2,2,1,2,1,2,2,2,2,4,1,1,1,1,3,2,2,1,2,4,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,3,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,11 to 31.5 mo,103,16,18,19,17,16,17,16,18,59,48,57,59,60,52,66,55,58
118049,SM,17,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,1,2,2,2,1,2,2,3,2,3,1,1,1,3,2,2,3,3,1,3,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,1,2,2,1,1,1,1,11 to 31.5 mo,95,14,19,22,12,17,12,13,17,55,42,59,65,44,55,49,46,56
118050,SM,5,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,1,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,1,2,1,2,1,2,03.5 to 10 mo,88,15,15,18,13,16,11,15,15,51,46,49,57,47,52,45,52,51
118052,SM,25,Female,Some college or associate degree,White,south,2,2,1,2,2,1,1,1,2,2,1,1,2,3,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,78,16,16,14,13,10,11,14,12,44,48,52,46,47,33,45,49,43
118053,SM,7,Female,Some college or associate degree,White,south,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,75,15,13,13,13,11,11,14,12,42,46,44,43,47,37,45,49,43
118054,SM,24,Male,Bachelor's degree or higher,White,south,2,2,1,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,4,2,2,1,2,3,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,3,1,2,2,2,2,1,2,1,2,11 to 31.5 mo,89,16,13,20,15,15,11,15,18,51,48,44,61,54,50,45,52,58
118055,SM,19,Male,Some college or associate degree,White,south,1,2,1,1,1,1,2,1,3,3,2,2,1,4,4,2,1,1,2,4,4,2,2,4,2,1,1,1,4,4,1,1,1,4,1,1,2,1,1,1,4,3,1,2,1,2,2,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,2,2,2,1,4,1,1,4,1,1,3,1,2,1,1,2,11 to 31.5 mo,114,16,23,25,14,21,11,20,17,64,48,67,70,51,64,45,65,56
118058,SM,17,Female,Bachelor's degree or higher,White,south,3,3,2,2,2,2,1,1,1,1,1,1,2,3,1,3,2,1,2,2,2,3,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,3,1,2,3,2,2,11 to 31.5 mo,91,18,18,17,15,14,13,14,19,52,54,57,54,54,47,53,49,61
118067,SM,17,Male,Bachelor's degree or higher,White,,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,74,15,12,13,13,13,10,13,11,41,46,40,43,47,44,40,46,39
118068,SM,8,Male,Some college or associate degree,White,south,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,2,1,2,3,2,2,1,1,1,1,1,1,2,3,3,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,4,2,3,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,3,03.5 to 10 mo,101,19,19,15,17,17,15,18,20,58,56,59,49,60,55,60,60,63
118070,SM,14,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,1,2,2,2,2,2,3,1,3,1,2,1,1,1,4,2,2,1,3,2,3,2,1,3,3,2,1,2,3,2,1,1,1,1,1,2,3,1,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1,2,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,104,20,19,22,15,20,11,17,15,60,58,59,65,54,62,45,58,51
118071,SM,15,Female,Bachelor's degree or higher,White,northeast,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,3,1,1,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,4,2,3,1,2,2,3,3,2,3,1,3,3,2,11 to 31.5 mo,89,16,14,16,14,15,11,19,24,51,48,47,52,51,50,45,63,70
118073,SM,8,Female,Some college or associate degree,White,south,2,1,1,2,2,3,2,1,2,2,1,1,2,4,1,2,1,1,1,2,2,3,1,1,4,3,1,1,2,4,2,1,2,4,1,3,3,3,2,2,3,1,2,3,2,3,2,1,4,1,1,2,1,2,1,3,1,2,2,1,1,1,1,3,3,1,4,1,2,1,2,1,1,2,2,1,1,1,1,3,03.5 to 10 mo,117,18,16,22,23,22,16,18,15,66,54,52,65,74,66,63,60,51
118074,SM,29,Female,Some college or associate degree,White,south,2,2,2,2,3,2,2,1,2,2,1,2,1,3,1,2,1,2,1,2,1,2,1,3,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,3,2,2,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,3,1,2,1,2,2,3,1,1,2,1,2,11 to 31.5 mo,93,20,16,17,12,21,10,17,17,54,58,52,54,44,64,40,58,56
118075,SM,11,Female,Bachelor's degree or higher,White,south,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,3,2,1,1,2,1,2,2,1,1,1,2,3,1,1,1,2,2,2,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,11 to 31.5 mo,89,17,15,15,14,20,13,12,18,51,51,49,49,51,62,53,42,58
118079,SM,11,Male,Some college or associate degree,White,midwest,3,2,1,2,3,2,1,1,2,2,1,1,1,3,1,2,1,1,1,3,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,76,19,15,15,10,11,13,12,12,43,56,49,49,35,37,53,42,43
