IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
212034,SM,5,Female,Bachelor's degree or higher,Asian,west,1,2,2,2,2,1,2,2,2,2,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,3,1,2,2,2,3,4,2,1,1,1,2,03.5 to 10 mo,82,18,14,17,12,10,13,16,20,47,54,47,54,44,33,53,55,63
212209,SM,17,Male,Bachelor's degree or higher,MultiRacial,west,2,2,1,1,2,2,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,3,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,11 to 31.5 mo,90,14,15,13,15,17,15,15,15,52,42,49,43,54,55,60,52,51
214001,SM,13,Male,Bachelor's degree or higher,White,south,3,2,1,1,2,2,2,1,1,2,1,1,2,3,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,2,4,1,2,1,1,2,2,2,1,1,1,2,2,3,11 to 31.5 mo,86,17,13,15,13,15,12,18,17,49,51,44,49,47,50,49,60,56
214005,SM,8,Male,Bachelor's degree or higher,White,midwest,1,1,1,2,2,1,1,2,2,4,2,1,2,4,1,2,2,1,2,3,1,2,2,3,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,3,1,3,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,3,1,2,1,1,2,3,2,1,1,1,1,03.5 to 10 mo,95,17,20,17,11,18,13,16,15,55,51,61,54,40,57,53,55,51
214014,SM,30,Female,Some college or associate degree,White,midwest,2,3,1,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,2,1,4,2,2,2,2,3,3,4,1,1,2,1,1,1,2,1,1,2,3,1,1,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,2,2,3,1,1,2,1,2,11 to 31.5 mo,94,17,15,22,15,18,11,13,19,54,51,49,65,54,57,45,46,61
214018,SM,26,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,2,3,1,2,1,3,1,2,1,1,1,2,2,1,2,2,2,1,1,1,3,3,2,1,1,3,2,1,2,2,1,1,2,4,2,2,2,3,4,2,4,1,2,2,1,2,1,1,2,2,1,1,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,11 to 31.5 mo,107,17,15,18,16,26,15,17,16,61,51,49,57,57,73,60,58,54
214019,SM,11,Male,Bachelor's degree or higher,White,south,2,3,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,2,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,3,11 to 31.5 mo,88,18,12,16,16,19,12,13,15,51,54,40,52,57,59,49,46,51
214020,SM,18,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,11 to 31.5 mo,83,16,14,13,16,17,10,13,11,48,48,47,43,57,55,40,46,39
214022,SM,4,Female,Bachelor's degree or higher,White,south,1,2,1,1,3,1,1,3,1,1,1,3,1,4,4,2,1,1,2,4,3,4,1,2,1,3,1,1,4,3,2,1,1,2,1,1,1,1,1,1,4,1,3,2,1,1,1,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,3,2,3,2,2,1,3,2,1,2,1,1,2,1,1,2,1,2,03.5 to 10 mo,111,15,23,23,12,20,13,20,14,63,46,67,67,44,62,53,65,49
214023,SM,4,Female,Some college or associate degree,White,south,3,3,3,2,2,3,1,3,1,1,1,3,1,1,1,1,4,1,1,3,1,1,1,1,3,1,1,3,1,1,2,1,3,1,1,3,1,1,3,3,1,2,1,1,1,3,3,3,1,3,1,3,3,4,2,4,4,2,1,3,1,1,1,1,3,3,3,4,2,1,3,1,2,1,1,2,2,2,4,2,03.5 to 10 mo,116,22,17,14,19,19,27,20,20,65,63,55,46,65,59,75,65,63
216002,SM,29,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,2,1,2,1,1,3,2,4,1,1,1,1,1,4,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,3,4,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,11 to 31.5 mo,85,13,19,14,12,19,10,11,13,49,39,59,46,44,59,40,38,46
216009,SM,26,Male,Bachelor's degree or higher,White,midwest,2,2,2,1,2,1,2,2,2,2,3,3,1,2,2,2,1,1,2,3,3,3,2,4,1,2,1,1,3,2,2,2,1,3,2,1,2,2,1,2,3,3,1,1,2,3,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,4,2,3,2,2,2,3,1,1,2,1,1,2,1,1,2,2,2,11 to 31.5 mo,114,18,20,22,18,19,13,22,15,64,54,61,65,63,59,53,69,51
216013,SM,28,Male,Bachelor's degree or higher,Black,midwest,1,3,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,11 to 31.5 mo,75,13,14,13,10,12,11,15,15,42,39,47,43,35,40,45,52,51
216014,SM,22,Female,Did not complete high school (no diploma),Black,midwest,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,68,10,14,12,10,11,10,11,10,37,27,47,40,35,37,40,38,36
216015,SM,16,Female,Bachelor's degree or higher,Hispanic,midwest,2,2,2,2,3,2,2,2,3,4,1,1,2,3,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,3,1,4,1,2,2,2,3,3,1,3,1,2,3,11 to 31.5 mo,88,24,15,13,13,14,17,16,22,51,67,49,43,47,47,66,55,66
216016,SM,8,Male,Bachelor's degree or higher,Hispanic,midwest,3,3,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,3,1,1,2,1,2,3,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,3,3,1,1,3,1,1,1,1,2,3,4,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,03.5 to 10 mo,97,20,13,19,13,15,19,18,14,56,58,44,59,47,50,71,60,49
216030,SM,14,Female,Bachelor's degree or higher,MultiRacial,midwest,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,2,2,2,1,1,4,1,1,1,1,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,85,10,13,16,14,17,10,15,11,49,27,44,52,51,55,40,52,39
216033,SM,21,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,77,15,13,15,10,13,12,14,11,44,46,44,49,35,44,49,49,39
216034,SM,11,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,2,2,2,2,3,2,1,3,2,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,3,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,11 to 31.5 mo,86,21,17,16,15,15,11,12,15,49,61,55,52,54,50,45,42,51
216035,SM,14,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,3,1,2,2,3,2,1,1,1,2,1,1,2,2,3,1,2,3,3,3,2,1,3,1,3,3,2,1,2,2,1,2,2,1,1,1,2,1,1,1,3,1,1,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,2,3,2,2,2,1,1,2,1,1,11 to 31.5 mo,97,20,15,24,15,15,14,14,17,56,58,49,68,54,50,56,49,56
216047,SM,19,Male,Some college or associate degree,MultiRacial,midwest,2,2,2,2,2,2,2,1,2,2,1,1,1,4,2,2,2,1,1,2,1,2,1,3,1,1,1,2,1,1,2,2,3,3,1,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,2,1,3,4,2,1,1,1,2,1,2,2,1,2,2,3,1,2,3,2,2,11 to 31.5 mo,96,19,17,14,19,13,15,18,20,55,56,55,46,65,44,60,60,63
216048,SM,25,Female,Bachelor's degree or higher,Other,midwest,3,3,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,2,4,3,3,2,2,3,3,2,1,4,4,2,1,1,2,2,1,2,1,1,2,4,3,2,1,1,1,2,1,4,1,2,2,2,1,1,2,2,1,3,2,2,2,2,2,2,3,4,4,3,2,2,1,4,2,3,1,2,2,2,2,11 to 31.5 mo,128,21,22,27,15,20,18,26,21,71,61,65,73,54,62,68,75,64
216049,SM,26,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,3,2,2,1,2,2,1,2,1,3,1,2,2,1,1,4,3,2,1,4,1,3,2,2,4,4,1,3,2,1,1,1,2,1,1,1,3,3,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,3,1,1,1,1,1,2,11 to 31.5 mo,106,18,18,26,14,18,14,16,14,61,54,57,72,51,57,56,55,49
216050,SM,4,Male,Bachelor's degree or higher,White,midwest,2,2,2,3,2,2,1,2,1,1,1,1,2,3,1,1,2,1,2,2,2,1,2,3,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,03.5 to 10 mo,85,18,16,16,13,13,13,14,16,49,54,52,52,47,44,53,49,54
216052,SM,23,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,2,2,1,1,2,1,1,1,2,3,1,2,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,75,15,16,12,12,11,11,13,13,42,46,52,40,44,37,45,46,46
216054,SM,28,Female,Bachelor's degree or higher,White,midwest,2,3,1,2,3,2,2,2,2,2,2,2,2,4,1,2,1,1,1,2,2,3,1,2,1,2,1,1,3,2,2,2,1,2,1,1,2,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,11 to 31.5 mo,91,21,18,18,15,16,11,13,13,52,61,57,57,54,52,45,46,46
216055,SM,8,Female,Bachelor's degree or higher,White,midwest,1,2,1,2,3,2,3,2,2,2,1,2,1,4,1,1,1,1,1,2,2,4,1,2,1,2,1,1,3,2,2,2,1,2,1,1,2,2,1,1,2,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,03.5 to 10 mo,88,20,15,19,15,16,10,13,15,51,58,49,59,54,52,40,46,51
216056,SM,23,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,11 to 31.5 mo,72,14,15,14,12,11,10,10,12,40,42,49,46,44,37,40,34,43
216057,SM,23,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11 to 31.5 mo,69,14,13,13,12,10,10,11,11,38,42,44,43,44,33,40,38,39
216058,SM,9,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,1,2,2,1,2,2,1,1,2,3,1,2,1,1,1,4,1,1,1,4,1,3,1,1,2,3,1,1,1,2,1,1,1,3,2,1,2,4,1,2,1,2,1,3,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,2,2,03.5 to 10 mo,95,17,17,18,14,20,12,14,15,55,51,55,57,51,62,49,49,51
216060,SM,30,Male,Bachelor's degree or higher,White,midwest,2,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,68,18,12,13,10,12,10,11,11,37,54,40,43,35,40,40,38,39
216062,SM,27,Male,Some college or associate degree,White,midwest,2,3,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,76,18,15,13,12,14,11,11,12,43,54,49,43,44,47,45,38,43
216065,SM,8,Male,Bachelor's degree or higher,White,midwest,3,3,1,2,2,1,2,1,1,2,1,2,2,3,1,2,2,2,2,2,1,2,1,2,3,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,1,3,03.5 to 10 mo,91,18,19,15,12,17,12,16,19,52,54,59,49,44,55,49,55,61
216066,SM,5,Female,Bachelor's degree or higher,White,midwest,2,2,2,2,3,1,2,1,3,2,1,2,2,3,1,2,2,1,2,2,2,2,1,1,3,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,3,1,1,2,2,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,03.5 to 10 mo,94,20,18,18,14,18,12,14,21,54,58,57,57,51,57,49,49,64
219020,SM,4,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,75,14,12,15,12,14,10,12,13,42,42,40,49,44,47,40,42,46
221004,SM,12,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,1,3,2,1,2,2,3,1,2,3,1,4,3,1,1,1,1,2,1,2,1,2,1,1,1,3,3,1,1,4,3,4,2,1,1,2,1,1,2,1,3,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,3,1,3,1,2,2,2,4,1,3,2,2,1,1,11 to 31.5 mo,104,17,22,13,23,16,15,15,20,60,51,65,43,74,52,60,52,63
221014,SM,17,Female,Bachelor's degree or higher,White,south,1,2,1,2,3,1,2,1,1,1,1,2,3,4,2,3,2,2,3,3,2,4,2,2,1,1,2,1,3,2,1,3,3,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,3,11 to 31.5 mo,104,15,25,20,15,17,13,14,19,60,46,71,61,54,55,53,49,61
224014,SM,5,Male,Bachelor's degree or higher,White,northeast,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,03.5 to 10 mo,71,21,11,12,14,11,11,12,15,39,61,37,40,51,37,45,42,51
224023,SM,4,Female,Some college or associate degree,Hispanic,northeast,2,2,2,2,3,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,3,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,3,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,03.5 to 10 mo,86,18,13,18,12,18,12,13,16,49,54,44,57,44,57,49,46,54
230001,SM,16,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,2,2,2,2,1,2,2,3,2,3,2,1,2,2,2,3,3,3,1,1,2,2,3,4,2,1,2,3,1,1,2,1,1,1,3,4,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,3,1,3,2,2,2,2,2,3,1,1,2,2,3,11 to 31.5 mo,112,16,20,24,15,21,15,17,20,64,48,61,68,54,64,60,58,63
230007,SM,9,Male,Some college or associate degree,White,midwest,2,3,2,2,2,1,2,1,2,2,1,2,1,3,1,2,1,1,1,2,1,3,3,1,3,1,3,4,3,3,3,2,1,4,1,1,1,1,1,1,2,3,1,1,2,1,2,3,2,2,1,2,1,3,1,2,1,1,1,2,2,1,1,2,1,3,3,4,4,2,4,2,1,2,3,4,1,1,2,1,03.5 to 10 mo,113,19,15,25,16,19,15,23,21,64,56,49,70,57,59,60,71,64
230015,SM,17,Female,Bachelor's degree or higher,White,midwest,2,1,1,2,3,1,1,1,2,1,1,2,2,2,2,1,1,1,2,4,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,3,4,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,4,1,1,2,3,2,3,1,1,1,1,2,11 to 31.5 mo,98,15,18,16,14,20,11,19,17,56,46,57,52,51,62,45,63,56
230028,SM,12,Female,Bachelor's degree or higher,White,midwest,2,3,1,2,2,2,2,2,2,2,1,1,2,3,1,2,2,1,1,4,2,2,1,2,1,1,1,2,2,2,2,1,2,3,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,2,1,2,1,1,2,2,1,11 to 31.5 mo,93,20,18,16,17,17,11,14,16,54,58,57,52,60,55,45,49,54
230030,SM,4,Male,Bachelor's degree or higher,White,midwest,3,2,2,2,3,1,2,2,2,2,1,1,1,3,3,1,1,1,2,3,1,2,1,2,1,1,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,1,3,1,2,2,2,2,03.5 to 10 mo,84,21,17,17,12,14,10,14,19,48,61,55,54,44,47,40,49,61
230031,SM,9,Male,Bachelor's degree or higher,White,midwest,2,3,1,1,1,1,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,1,2,3,2,2,1,2,2,2,3,2,2,1,2,3,1,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,03.5 to 10 mo,119,16,21,20,20,21,17,20,18,67,48,63,61,67,64,66,65,58
230035,SM,16,Male,Bachelor's degree or higher,White,midwest,2,3,2,2,3,2,1,1,1,2,1,2,1,3,1,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,11 to 31.5 mo,93,19,17,20,14,14,14,14,16,54,56,55,61,51,47,56,49,54
230038,SM,30,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,3,4,1,2,1,2,2,2,2,2,1,2,3,2,2,11 to 31.5 mo,93,19,17,15,14,14,14,19,20,54,56,55,49,51,47,56,63,63
236011,SM,4,Female,Bachelor's degree or higher,White,west,3,2,1,1,2,2,2,3,3,3,2,4,2,4,3,3,2,2,4,4,3,3,3,2,3,2,3,2,4,3,3,2,4,4,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,4,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,03.5 to 10 mo,159,22,30,28,26,24,23,28,20,75,63,75,75,75,69,75,75,63
236012,SM,29,Male,Some college or associate degree,White,west,2,2,1,3,3,3,2,2,3,3,1,1,2,2,1,3,2,2,1,2,2,3,3,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,2,3,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,3,2,1,3,1,1,11 to 31.5 mo,100,24,17,23,18,18,12,12,17,57,67,55,67,63,57,49,42,56
236013,SM,29,Female,Some college or associate degree,Hispanic,west,1,3,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,11 to 31.5 mo,75,14,12,14,11,13,12,13,14,42,42,40,46,40,44,49,46,49
236014,SM,17,Female,Bachelor's degree or higher,White,west,2,1,2,2,3,2,2,2,3,2,1,2,2,3,1,2,3,1,1,2,1,2,3,3,3,1,2,2,3,4,2,2,3,2,1,2,2,1,2,1,2,3,1,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,3,1,2,2,1,2,3,4,2,3,2,2,11 to 31.5 mo,105,21,18,24,18,18,12,15,23,60,61,57,68,63,57,49,52,68
250002,SM,27,Female,Bachelor's degree or higher,White,south,3,4,3,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,2,4,2,2,2,4,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,2,1,1,1,1,11 to 31.5 mo,80,25,16,18,12,13,10,11,15,46,68,52,57,44,44,40,38,51
250003,SM,18,Female,Bachelor's degree or higher,Hispanic,south,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,72,12,12,14,11,12,10,13,12,40,36,40,46,40,40,40,46,43
250006,SM,25,Female,Bachelor's degree or higher,White,south,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,11 to 31.5 mo,84,21,14,17,12,13,14,14,20,48,61,47,54,44,44,56,49,63
250009,SM,14,Female,Bachelor's degree or higher,MultiRacial,south,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,1,1,2,2,4,1,1,1,2,11 to 31.5 mo,70,15,10,13,11,11,11,14,17,38,46,33,43,40,37,45,49,56
250010,SM,11,Male,Bachelor's degree or higher,White,south,1,2,1,1,2,2,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,1,2,3,2,1,2,2,3,3,2,2,2,3,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,11 to 31.5 mo,112,14,19,20,18,22,14,19,20,64,42,59,61,63,66,56,63,63
250011,SM,23,Male,Bachelor's degree or higher,Hispanic,south,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,11 to 31.5 mo,90,13,13,15,13,18,13,18,15,52,39,44,49,47,57,53,60,51
