IDNumber,q0011_0001,q0013_0001,q0014_0001,q0016_0001,q0018_0001,q0019_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,TOT_raw
141258,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
141259,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
141260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141262,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
141263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141264,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17
141291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141246,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,16
141248,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,17
141249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141251,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,19
141252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141253,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,19
141254,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,19
141257,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,20
141255,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,20
141250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119118,3,1,2,1,1,1,1,1,1,2,1,1,1,2,1,20
141247,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,19
141256,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,20
119125,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,17
119119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119132,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
119131,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,19
119130,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
119129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
294015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16
294016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294014,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,19
294012,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
294013,4,3,3,2,1,2,2,2,2,1,2,1,2,2,2,31
294017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294020,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,16
298028,3,1,1,2,1,1,2,1,1,1,1,1,4,1,2,23
298027,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
298014,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,23
298029,2,3,1,2,3,2,2,1,2,2,3,4,2,2,2,33
298046,2,2,3,2,1,3,2,3,2,3,1,3,4,2,3,36
298045,2,3,2,4,3,2,2,2,1,2,3,2,3,2,3,36
298047,4,3,2,2,3,3,2,2,2,2,3,2,2,3,2,37
294025,2,2,2,1,3,1,1,1,1,1,1,1,1,2,2,22
294024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294023,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,16
294022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294046,3,2,3,1,2,1,2,1,1,1,1,1,1,1,1,22
294047,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,20
294028,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,20
294029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298003,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,21
294030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294033,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
294034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298035,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,19
298036,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30
298026,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,20
298042,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,18
298034,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,17
