IDNumber,q0011_0001,q0013_0001,q0015_0001,q0016_0001,q0017_0001,q0019_0001,q0020_0001,q0021_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,TOT_raw
189053,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,23
193019,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,23
193017,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,21
193016,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,18
193015,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,21
189062,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,17
189064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193068,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,17
193069,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,17
193070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141246,2,1,3,1,1,2,1,2,1,1,1,3,3,2,2,26
141247,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,18
141248,3,2,3,2,3,2,3,2,3,2,2,3,3,3,3,39
141249,2,3,2,2,2,3,2,3,1,2,2,3,3,2,2,34
141251,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,17
141252,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,18
141253,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,18
141254,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,17
141256,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,19
141257,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,18
141258,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,18
141259,1,1,3,2,1,2,2,2,1,1,1,3,3,1,2,26
141260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141264,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,18
141291,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,18
119118,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,17
141255,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,19
119125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119124,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
119127,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,17
119128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119129,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
119130,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,16
119131,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,18
119132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294014,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,17
292027,2,2,1,1,3,1,1,3,1,1,1,1,1,3,2,24
292028,3,4,2,2,4,2,1,3,1,1,2,1,1,4,2,33
292029,2,1,1,2,1,2,2,3,1,1,1,1,2,2,2,24
292030,1,1,2,2,1,1,1,1,1,3,1,3,3,2,2,25
292031,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,18
292032,4,4,2,3,4,4,4,4,1,1,2,1,1,4,2,41
292033,2,2,2,1,3,1,2,2,1,1,1,1,1,3,2,25
292034,1,1,3,3,2,2,3,3,1,2,1,2,3,2,3,32
292035,4,3,2,4,4,3,1,3,1,2,1,1,1,1,2,33
294017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294020,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,16
294021,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294013,3,2,2,3,2,2,3,2,1,2,1,2,2,3,3,33
298026,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,19
298028,1,1,1,1,1,2,2,2,1,2,1,2,4,1,2,24
298027,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
298014,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,22
294025,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,23
294024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298029,3,3,3,2,2,3,3,4,2,2,3,3,3,2,2,40
298046,3,2,3,3,2,3,2,4,3,2,2,3,2,3,2,39
298045,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,38
298047,3,2,3,2,3,3,4,4,2,2,3,2,3,1,4,41
298033,3,2,3,1,3,2,3,2,3,2,3,1,2,2,3,35
294046,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,20
294047,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,18
294028,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,21
294029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298003,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17
294030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294034,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,16
294035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298035,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
298036,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30
298042,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,17
298034,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,16
