IDNumber,data,DriveForm,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,TOT_raw
701137,Eng,TeenSR,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,28
701139,Eng,TeenSR,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,24
701141,Eng,TeenSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
701142,Eng,TeenSR,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,4,2,26
701147,Eng,TeenSR,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,23
701148,Eng,TeenSR,1,1,1,1,1,1,1,3,1,2,3,3,1,1,1,1,2,2,27
701151,Eng,TeenSR,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,28
701152,Eng,TeenSR,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,22
701155,Eng,TeenSR,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
701160,Eng,TeenSR,3,3,3,1,2,2,4,4,1,1,1,2,1,2,3,2,1,1,37
701163,Eng,TeenSR,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,25
701164,Eng,TeenSR,2,2,1,2,3,2,3,2,2,3,3,2,2,2,1,1,2,3,38
701167,Eng,TeenSR,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,21
701168,Eng,TeenSR,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,21
701170,Eng,TeenSR,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,28
701171,Eng,TeenSR,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,20
701172,Eng,TeenSR,3,2,1,3,3,2,1,1,2,2,2,4,2,2,1,2,4,2,39
701173,Eng,TeenSR,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,28
701175,Eng,TeenSR,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,30
701176,Eng,TeenSR,2,1,1,1,2,1,1,3,1,1,1,3,1,1,1,1,2,1,25
701177,Eng,TeenSR,1,2,1,1,2,2,1,3,1,1,1,1,1,2,1,2,2,2,27
701181,Eng,TeenSR,3,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,4,1,28
