IDNumber,q0011_0001,q0012_0001,q0013_0001,q0015_0001,q0016_0001,q0017_0001,q0020_0001,q0021_0001,q0023_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,TOT_raw
126410,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,16
126408,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,24
126407,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,17
126406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119061,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,20
119060,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,19
141102,1,1,1,3,1,2,1,2,1,1,2,1,1,2,2,22
141135,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,20
141161,3,2,3,2,1,1,1,2,2,3,1,2,1,2,3,29
141163,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,18
141149,2,1,3,3,1,1,1,1,1,1,1,3,3,1,1,24
141168,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,17
141167,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,19
141177,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,21
141139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
126424,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,17
126425,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,25
126426,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
126422,2,2,2,3,2,2,1,2,2,2,1,2,2,1,2,28
126423,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,20
126431,2,2,2,2,2,3,1,1,1,1,1,2,2,1,1,24
126428,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,18
126427,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,16
126421,1,1,1,1,1,3,1,3,1,2,2,1,1,3,3,25
126429,2,2,3,2,2,3,1,1,1,1,1,2,2,1,1,25
126430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
126432,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,18
141174,2,1,1,3,1,1,1,1,1,2,1,1,1,2,2,21
144033,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
144032,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,19
144031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144030,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,26
144029,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,25
144028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144026,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,17
144020,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,19
144019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144018,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,26
144038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
144047,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,18
141180,2,2,1,1,2,1,1,1,1,1,2,1,2,3,2,23
141179,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,24
141134,4,1,1,1,3,2,1,1,2,2,2,1,1,2,2,26
141138,4,4,4,1,3,1,1,3,1,1,1,1,1,3,3,32
141141,2,2,2,2,4,4,1,1,1,1,1,1,2,2,3,29
119005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141171,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,20
119068,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
119066,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
119065,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
141140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141146,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,21
144058,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,21
141175,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,19
141166,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,18
141184,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,18
119076,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,19
119070,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,18
141136,3,2,1,2,2,3,3,3,2,2,2,2,2,2,3,34
141137,2,1,2,3,3,2,3,2,2,2,2,4,3,4,4,39
141147,3,2,3,2,2,2,3,2,3,2,2,3,3,2,2,36
141142,4,3,3,1,1,4,2,3,3,1,1,1,1,2,1,31
141143,2,3,1,2,2,2,1,1,1,1,1,1,1,3,1,23
141145,4,2,1,1,1,1,1,1,1,2,2,1,2,1,2,23
119015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119008,1,1,1,3,1,2,1,1,1,1,2,1,1,2,1,20
141144,4,3,3,1,1,3,1,1,2,2,3,1,1,3,3,32
119027,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
119040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193025,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,16
193015,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,16
193016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193019,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,17
193018,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,17
193020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
189058,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,17
189051,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,19
189062,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,25
189064,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,25
193069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
193068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
182038,1,1,1,4,1,1,1,2,1,1,1,2,1,2,1,21
182039,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,18
182054,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,18
182055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
182056,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,18
193070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141291,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,22
141264,3,3,2,1,2,1,1,3,1,2,3,2,2,2,2,30
141263,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,18
141262,1,3,2,2,1,1,1,2,1,2,1,1,1,2,1,22
141261,1,1,1,4,1,3,1,3,1,2,2,2,2,2,2,28
141260,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,19
141259,1,3,1,2,1,3,1,3,2,3,3,2,3,3,3,34
141258,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,17
141257,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,22
141256,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,19
141255,3,3,3,2,1,1,1,2,1,1,1,2,2,2,2,27
141254,4,2,2,2,1,1,1,2,2,2,2,2,2,2,2,29
141253,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,24
141252,1,1,1,2,1,2,1,3,1,2,2,2,2,3,3,27
141251,3,3,3,2,2,3,1,1,1,1,1,2,3,2,1,29
141250,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,27
141249,1,1,1,2,1,2,1,2,1,1,2,2,2,3,2,24
141248,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,25
141247,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16
141246,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,25
119118,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,18
119125,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,20
119119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119130,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,17
119131,2,2,2,4,1,2,1,1,1,1,1,1,1,1,1,22
119132,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,17
119126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119124,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,18
292027,2,2,2,2,2,3,1,1,1,1,1,2,2,1,1,24
292028,4,4,4,2,3,3,1,1,1,1,1,3,2,1,1,32
292029,3,2,2,3,2,3,1,1,1,2,1,2,1,1,1,26
292030,1,3,1,1,1,2,1,2,2,2,3,2,2,4,4,31
292031,1,1,1,2,1,2,1,2,2,3,2,1,1,2,2,24
292033,3,3,3,3,3,2,1,2,1,2,1,1,2,1,2,30
292034,1,1,1,1,1,2,1,2,1,1,1,4,4,4,4,29
292035,4,3,3,2,4,4,1,1,1,1,1,2,2,1,1,31
294014,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,21
294016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294001,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,16
294012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294013,3,3,3,3,2,2,1,2,2,3,2,2,4,2,3,37
294017,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,17
294018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294019,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,16
294020,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,16
298026,3,1,2,1,2,1,1,1,1,1,2,1,2,2,2,23
298028,3,3,2,2,2,1,1,2,3,3,3,3,3,3,3,37
298027,1,1,1,4,1,1,1,1,1,1,2,2,2,2,2,23
298014,3,2,2,1,1,2,1,1,1,1,1,2,2,2,2,24
298029,2,1,1,2,3,2,4,1,3,1,3,4,4,2,2,35
298047,4,3,2,4,1,2,4,2,3,2,4,2,1,2,2,38
298033,3,2,2,2,3,3,2,2,2,2,2,2,3,4,2,36
294022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294023,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294025,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,21
298025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298003,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,22
294029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294028,1,2,3,2,1,1,1,2,1,1,1,1,2,2,2,23
294047,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,21
294046,3,3,3,2,4,2,1,1,1,1,1,1,1,1,1,26
294021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294032,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,20
294033,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,21
294034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298035,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,21
298036,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31
298042,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
298034,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
