IDNumber,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0025_0001,q0029_0001,q0031_0001,TOT_raw
298033,3,3,3,2,2,3,2,3,4,2,3,3,3,3,2,41
294022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294023,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,19
294024,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,16
294025,1,2,2,3,3,1,1,2,2,2,2,1,1,1,1,25
298025,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,19
298003,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,18
294021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294046,2,2,3,3,3,1,2,3,3,2,2,1,1,1,1,30
294047,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,18
294028,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,20
294029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294033,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298035,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,18
298036,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,31
298042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
315015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
315022,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,19
