IDNumber,q0011_0001,q0013_0001,q0014_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0022_0001,q0024_0001,q0025_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,TOT_raw
193020,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,17
193024,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,18
193018,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,21
193019,2,3,1,3,3,1,3,2,2,1,3,2,2,3,2,33
193015,3,3,1,3,3,1,2,1,1,2,3,2,2,2,2,31
193016,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
193017,3,3,1,2,2,1,2,1,1,1,2,2,2,2,2,27
193022,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,19
193023,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,20
193025,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,19
193026,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,19
193068,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,17
193070,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,19
193069,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,16
182038,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,17
182039,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
182055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
182056,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,19
141254,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,19
141246,1,2,1,3,1,2,2,2,2,1,1,2,2,2,2,26
141247,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,17
141249,3,3,1,2,1,1,2,2,1,2,3,3,3,3,2,32
141251,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,21
141252,1,2,1,3,2,2,2,3,1,2,3,2,2,2,2,30
141253,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,17
141256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141257,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,17
141258,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,17
141259,1,2,1,3,1,2,1,1,2,1,1,1,2,2,1,22
141260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
141291,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,20
141250,1,3,1,3,1,2,3,3,2,2,3,3,3,3,3,36
141255,1,2,2,3,1,2,2,2,1,1,1,1,2,2,1,24
119118,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
119125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119119,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
119126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
119124,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,18
119127,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,18
119128,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,18
119129,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,17
119130,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,22
119131,1,2,1,3,1,2,2,1,1,1,2,1,2,2,1,23
119132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294015,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,16
294016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294014,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,19
294017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294020,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,17
294013,3,3,3,4,2,2,2,2,3,3,2,2,3,2,2,38
298026,1,2,1,3,2,2,1,2,1,1,2,2,2,2,2,26
298028,1,3,1,4,4,1,1,3,4,4,3,2,2,2,2,37
298027,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,19
298014,3,3,3,2,2,2,3,2,1,1,1,2,3,3,3,34
294022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294023,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
294024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294025,3,3,2,2,1,1,1,1,1,2,2,1,1,2,1,24
298029,3,3,2,1,1,4,2,3,1,1,2,3,3,2,4,35
298046,3,2,3,2,3,2,1,3,2,2,2,2,3,2,3,35
298045,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,37
298047,4,1,3,2,2,3,2,2,2,4,3,2,3,3,3,39
298033,4,2,2,3,2,3,3,4,1,2,1,3,2,2,2,36
294021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294046,3,2,2,2,1,1,2,1,1,1,3,1,3,2,1,26
294047,2,3,1,4,1,1,1,1,1,1,2,1,2,1,1,23
294028,2,2,2,3,2,1,1,1,1,1,1,1,2,1,2,23
294029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298025,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,16
298003,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,24
294030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294032,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
294033,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,19
294035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
294034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
298035,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,22
298036,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30
298042,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,18
298034,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,20
